SensorBelt_detectionDistance (Meters),robot1_jointAngle1 (Degrees),robot1_jointAngle2 (Degrees),robot1_jointAngle3 (Degrees),robot1_jointAngle4 (Degrees),robot1_jointAngle5 (Degrees),robot1_jointAngle6 (Degrees),robot1_jointAngle7 (Degrees),robot2_jointAngle1 (Degrees),robot2_jointAngle2 (Degrees),robot2_jointAngle3 (Degrees),robot2_jointAngle4 (Degrees),robot2_jointAngle5 (Degrees),robot2_jointAngle6 (Degrees),robot2_jointAngle7 (Degrees),robot1_joint1_velocity (Degrees/Seconds),robot1_joint2_velocity (Degrees/Seconds),robot1_joint3_velocity (Degrees/Seconds),robot1_joint4_velocity (Degrees/Seconds),robot1_joint5_velocity (Degrees/Seconds),robot1_joint6_velocity (Degrees/Seconds),robot1_joint7_velocity (Degrees/Seconds),robot2_joint1_velocity (Degrees/Seconds),robot2_joint2_velocity (Degrees/Seconds),robot2_joint3_velocity (Degrees/Seconds),robot2_joint4_velocity (Degrees/Seconds),robot2_joint5_velocity (Degrees/Seconds),robot2_joint6_velocity (Degrees/Seconds),robot2_joint7_velocity (Degrees/Seconds),beltSpeed (Centimeters/Second),torque (Newtonmeter),sensorShelf_detectionDistance (Meters),powerConsumptionGripper (Watt)
0.40341,-38.938,-101.18,-169.67,169.81,-14.175,8.0205,8.0205,-82.669,-63.156,32.721,111.73,-37.805,50.433,50.433,-4.7902,-15.258,19.679,1.8808,9.5715,-4.2999,-4.2999,-33.571,17.726,-3.8572,21.894,-47.606,0.5124,0.51247,0.0,1,100,50
0.40341,-39.175,-101.95,-168.69,169.89,-13.668,7.7955,7.7955,-84.245,-62.225,32.527,112.82,-40.161,50.426,50.427,-4.7354,-15.343,19.637,1.6316,10.143,-4.4995,-4.4995,-31.53,18.616,-3.8782,21.916,-47.112,-0.12656,-0.12656,0.0,1,100,50
0.40341,-39.406,-102.72,-167.69,169.94,-13.128,7.5711,7.5712,-85.718,-61.242,32.308,113.89,-42.482,50.403,50.403,-4.6233,-15.307,19.987,1.0912,10.791,-4.4875,-4.4875,-29.458,19.656,-4.387,21.311,-46.431,-0.47702,-0.47695,0.0,1,100,50
0.40341,-39.629,-103.48,-166.67,169.97,-12.562,7.3507,7.3508,-87.088,-60.216,32.061,114.91,-44.756,50.369,50.369,-4.4647,-15.323,20.392,0.57838,11.324,-4.4081,-4.4081,-27.393,20.524,-4.9351,20.368,-45.471,-0.66704,-0.66704,0.0,1,100,50
0.40341,-39.843,-104.25,-165.63,169.98,-11.973,7.1378,7.1378,-88.357,-59.155,31.787,115.87,-46.97,50.334,50.334,-4.2838,-15.391,20.827,0.12895,11.778,-4.2598,-4.2598,-25.384,21.218,-5.4915,19.193,-44.27,-0.70658,-0.70658,0.0,1,100,50
0.40341,-40.048,-105.03,-164.57,169.97,-11.372,6.9314,6.9314,-89.53,-58.074,31.494,116.76,-49.113,50.298,50.298,-4.0997,-15.523,21.117,-0.15108,12.024,-4.1277,-4.1277,-23.46,21.626,-5.8523,17.962,-42.872,-0.71082,-0.71082,0.0,1,100,50
0.40341,-40.253,-105.83,-163.64,170.04,-10.891,6.6695,6.6695,-90.6,-57.075,31.344,117.67,-51.17,50.189,50.189,-4.0898,-16.062,18.631,1.292,9.6133,-5.2369,-5.2369,-21.392,19.977,-3.0108,18.072,-41.144,-2.1848,-2.1848,0.0,1,100,50
0.40341,-40.458,-106.61,-162.71,170.1,-10.397,6.4202,6.4202,-91.588,-56.054,31.168,118.5,-53.157,50.092,50.092,-4.0989,-15.612,18.622,1.2792,9.8793,-4.9859,-4.9859,-19.761,20.42,-3.5042,16.684,-39.74,-1.935,-1.935,0.0,1,100,50
0.40341,-40.657,-107.38,-161.77,170.16,-9.8868,6.1834,6.1834,-92.501,-55.019,30.97,119.27,-55.073,50.011,50.011,-3.9984,-15.366,18.725,1.2491,10.213,-4.7363,-4.7363,-18.261,20.7,-3.9729,15.333,-38.305,-1.6293,-1.6293,0.0,1,100,50
0.40341,-40.85,-108.14,-160.83,170.22,-9.3588,5.9592,5.9593,-93.346,-53.975,30.749,119.97,-56.917,49.946,49.946,-3.8452,-15.244,18.908,1.2111,10.56,-4.4835,-4.4835,-16.905,20.88,-4.4156,14.057,-36.894,-1.3021,-1.3021,0.0,1,100,50
0.40341,-41.033,-108.9,-159.87,170.28,-8.8132,5.7477,5.7478,-94.13,-52.925,30.507,120.62,-58.695,49.897,49.897,-3.6724,-15.202,19.16,1.1614,10.912,-4.2298,-4.2298,-15.687,20.998,-4.8363,12.879,-35.549,-0.9746,-0.9746,0.0,1,100,50
0.40341,-41.229,-109.71,-159.14,170.46,-8.5328,5.4376,5.4376,-94.824,-52.039,30.53,121.31,-60.386,49.704,49.704,-3.9091,-16.257,14.49,3.4637,5.6088,-6.2029,-6.2029,-13.87,17.709,0.46602,13.897,-33.819,-3.8653,-3.8653,0.0,1,100,50
0.40341,-41.432,-110.48,-158.47,170.66,-8.289,5.1269,5.127,-95.465,-51.168,30.567,121.95,-62.005,49.512,49.512,-4.0692,-15.344,13.436,4.1907,4.8752,-6.2133,-6.2133,-12.827,17.421,0.73896,12.775,-32.396,-3.8345,-3.8345,0.0,1,100,50
0.40341,-41.636,-111.21,-157.82,170.9,-8.0378,4.8254,4.8254,-96.063,-50.295,30.588,122.53,-63.563,49.341,49.341,-4.0722,-14.569,13.009,4.6374,5.0231,-6.0307,-6.0307,-11.954,17.457,0.4161,11.611,-31.155,-3.4167,-3.4167,0.0,1,100,50
0.40341,-41.835,-111.91,-157.19,171.15,-7.7728,4.5307,4.5308,-96.622,-49.421,30.594,123.06,-65.067,49.19,49.19,-3.9812,-14.052,12.733,5.0002,5.3,-5.8931,-5.8931,-11.18,17.488,0.11079,10.623,-30.081,-3.0289,-3.0289,0.0,1,100,50
0.40341,-42.027,-112.6,-156.56,171.41,-7.4921,4.2412,4.2413,-97.146,-48.544,30.584,123.55,-66.525,49.055,49.056,-3.8472,-13.695,12.583,5.2953,5.6142,-5.79,-5.79,-10.489,17.538,-0.19644,9.7661,-29.156,-2.6874,-2.6874,0.0,1,100,50
0.40341,-42.234,-113.34,-156.18,171.78,-7.5269,3.8437,3.8437,-97.594,-47.845,30.843,124.07,-67.912,48.761,48.761,-4.1296,-14.824,7.4291,7.4132,-0.69606,-7.9516,-7.9516,-8.9459,13.991,5.1823,10.5,-27.733,-5.8927,-5.8927,0.0,1,100,50
0.40341,-42.448,-114.03,-155.94,172.22,-7.6859,3.4163,3.4163,-98.004,-47.214,31.18,124.56,-69.224,48.434,48.434,-4.2845,-13.858,4.8981,8.8506,-3.1798,-8.5471,-8.5471,-8.1987,12.613,6.741,9.6325,-26.236,-6.54,-6.54,0.0,1,100,50
0.40341,-42.661,-114.66,-155.75,172.72,-7.852,2.9914,2.9914,-98.393,-46.596,31.508,124.98,-70.474,48.133,48.133,-4.2599,-12.481,3.8388,9.8273,-3.3227,-8.4979,-8.4979,-7.7835,12.349,6.5618,8.4432,-25.004,-6.0121,-6.0121,0.0,1,100,50
0.40341,-42.868,-115.23,-155.6,173.25,-8.0097,2.5657,2.5657,-98.763,-45.987,31.828,125.35,-71.678,47.857,47.857,-4.1411,-11.477,2.975,10.672,-3.1535,-8.5151,-8.5151,-7.4086,12.195,6.3924,7.5304,-24.078,-5.5175,-5.5175,0.0,1,100,50
0.40341,-43.067,-115.76,-155.49,173.82,-8.1539,2.1365,2.1365,-99.117,-45.38,32.138,125.69,-72.847,47.603,47.603,-3.9703,-10.699,2.278,11.403,-2.8829,-8.584,-8.5841,-7.0743,12.138,6.1976,6.7758,-23.38,-5.0875,-5.0875,0.0,1,100,50
0.40341,-43.264,-116.32,-155.57,174.46,-8.5255,1.6275,1.6275,-99.42,-44.913,32.615,126.02,-73.956,47.251,47.251,-3.9442,-11.06,-1.6543,12.874,-7.4317,-10.18,-10.18,-6.0531,9.3401,9.5414,6.4982,-22.189,-7.0478,-7.0478,0.0,1,100,50
0.40341,-43.429,-116.83,-155.81,175.19,-9.066,1.084,1.084,-99.688,-44.555,33.188,126.3,-74.996,46.854,46.854,-3.3036,-10.214,-4.8882,14.539,-10.811,-10.869,-10.869,-5.3648,7.1643,11.468,5.6488,-20.797,-7.9288,-7.9288,0.0,1,100,50
0.40341,-43.63,-117.25,-156.13,175.96,-9.6038,0.51509,0.51511,-99.959,-44.231,33.772,126.51,-75.955,46.491,46.491,-4.0223,-8.4443,-6.2767,15.299,-10.755,-11.379,-11.379,-5.428,6.47,11.689,4.2506,-19.192,-7.2594,-7.2594,0.0,1,100,50
0.40341,-43.801,-117.61,-156.51,176.78,-10.141,-0.043677,-0.043661,-100.22,-43.925,34.351,126.69,-76.878,46.158,46.158,-3.413,-7.1266,-7.6146,16.549,-10.752,-11.175,-11.175,-5.1649,6.1285,11.571,3.5553,-18.456,-6.6629,-6.6629,0.0,1,100,50
0.40341,-43.956,-117.91,-156.94,177.65,-10.664,-0.60864,-0.60862,-100.47,-43.631,34.926,126.84,-77.77,45.851,45.852,-3.0999,-5.9827,-8.7375,17.389,-10.458,-11.299,-11.299,-5.0046,5.8675,11.507,2.8941,-17.837,-6.1311,-6.1311,0.0,1,100,50
0.40341,-44.095,-118.17,-157.5,178.56,-11.28,-1.2133,-1.2133,-100.69,-43.422,35.567,126.95,-78.617,45.52,45.521,-2.782,-5.3472,-11.184,18.234,-12.324,-12.093,-12.093,-4.4619,4.1898,12.808,2.2067,-16.935,-6.62,-6.62,0.0,1,100,50
0.40341,-44.215,-118.39,-158.2,179.52,-12.014,-1.8555,-1.8555,-100.89,-43.32,36.283,127.01,-79.398,45.165,45.165,-2.3983,-4.376,-13.996,19.096,-14.676,-12.845,-12.845,-3.9438,2.0286,14.331,1.289,-15.629,-7.1093,-7.1093,0.0,1,100,50
0.40341,-44.315,-118.53,-158.98,-179.49,-12.752,-2.4953,-2.4953,-101.08,-43.257,37.005,127.03,-80.124,44.841,44.841,-2.0104,-2.7209,-15.47,19.876,-14.76,-12.796,-12.796,-3.838,1.2681,14.443,0.45981,-14.519,-6.4834,-6.4834,0.0,1,100,50
0.40341,-44.399,-118.6,-159.81,-178.46,-13.478,-3.1333,-3.1333,-101.26,-43.219,37.732,127.03,-80.813,44.546,44.546,-1.6776,-1.3447,-16.76,20.501,-14.514,-12.759,-12.759,-3.6824,0.76348,14.533,-0.077045,-13.77,-5.9046,-5.9046,0.0,1,100,50
0.40341,-44.467,-118.6,-160.71,-177.41,-14.185,-3.7697,-3.7697,-101.44,-43.197,38.461,127.01,-81.476,44.276,44.276,-1.3598,-0.16256,-17.864,20.957,-14.144,-12.728,-12.728,-3.4998,0.43133,14.572,-0.45352,-13.267,-5.4,-5.4,0.0,1,100,50
0.40341,-44.518,-118.56,-161.67,-176.35,-14.908,-4.4147,-4.4147,-101.6,-43.217,39.209,126.96,-82.111,44.013,44.013,-1.0176,0.79531,-19.268,21.211,-14.464,-12.9,-12.9,-3.1523,-0.40271,14.967,-0.86279,-12.695,-5.2472,-5.2472,0.0,1,100,50
0.40341,-44.548,-118.48,-162.73,-175.29,-15.692,-5.0762,-5.0762,-101.73,-43.32,40.001,126.89,-82.699,43.743,43.743,-0.6085,1.7209,-21.171,21.282,-15.68,-13.231,-13.231,-2.6421,-2.044,15.844,-1.4341,-11.764,-5.4063,-5.4063,0.0,1,100,50
0.40341,-44.56,-118.33,-163.84,-174.22,-16.47,-5.7255,-5.7255,-101.85,-43.452,40.8,126.8,-83.248,43.496,43.496,-0.24056,2.9597,-22.146,21.371,-15.553,-12.986,-12.986,-2.4497,-2.6511,15.982,-1.7906,-10.988,-4.946,-4.946,0.0,1,100,50
0.40341,-44.558,-118.13,-164.98,-173.15,-17.232,-6.3619,-6.3619,-101.96,-43.604,41.605,126.71,-83.772,43.268,43.268,0.045079,3.9498,-22.907,21.333,-15.233,-12.727,-12.727,-2.2189,-3.0416,16.091,-1.9496,-10.462,-4.5491,-4.5491,0.0,1,100,50
0.40341,-44.544,-117.9,-166.15,-172.1,-17.974,-6.9847,-6.9847,-102.06,-43.768,42.413,126.61,-84.277,43.057,43.057,0.29213,4.741,-23.456,21.153,-14.848,-12.456,-12.456,-1.9764,-3.2847,16.154,-2.0007,-10.105,-4.228,-4.228,0.0,1,100,50
0.40341,-44.518,-117.63,-167.35,-171.05,-18.697,-7.5948,-7.5948,-102.15,-43.94,43.223,126.51,-84.771,42.857,42.857,0.50584,5.3524,-23.86,20.869,-14.465,-12.203,-12.203,-1.7104,-3.436,16.202,-1.9783,-9.8864,-3.9958,-3.9958,0.0,1,100,50
0.40341,-44.482,-117.34,-168.56,-170.03,-19.418,-8.1941,-8.1941,-102.22,-44.132,44.041,126.41,-85.25,42.661,42.661,0.72694,5.8196,-24.251,20.391,-14.414,-11.986,-11.986,-1.3975,-3.8346,16.358,-2.0163,-9.5822,-3.9183,-3.9183,0.0,1,100,50
0.40341,-44.437,-117.03,-169.78,-169.04,-20.124,-8.775,-8.775,-102.28,-44.329,44.859,126.31,-85.717,42.473,42.473,0.90732,6.2111,-24.311,19.876,-14.12,-11.618,-11.618,-1.1749,-3.9347,16.363,-1.9726,-9.3444,-3.7643,-3.7643,0.0,1,100,50
0.40341,-44.385,-116.7,-170.99,-168.08,-20.815,-9.3366,-9.3366,-102.32,-44.526,45.676,126.21,-86.177,42.29,42.29,1.0396,6.434,-24.209,19.287,-13.816,-11.232,-11.232,-0.96196,-3.9429,16.348,-1.8813,-9.1847,-3.6649,-3.6649,0.0,1,100,50
0.40341,-44.328,-116.38,-172.18,-167.14,-21.491,-9.8781,-9.8781,-102.36,-44.72,46.491,126.12,-86.63,42.109,42.109,1.1378,6.5149,-23.964,18.629,-13.527,-10.83,-10.83,-0.76184,-3.8812,16.308,-1.7693,-9.0753,-3.614,-3.614,0.0,1,100,50
0.40341,-44.267,-116.06,-173.36,-166.25,-22.154,-10.399,-10.399,-102.39,-44.908,47.304,126.04,-87.081,41.929,41.929,1.2076,6.4706,-23.598,17.919,-13.267,-10.418,-10.418,-0.58152,-3.7658,16.25,-1.6477,-9.0018,-3.6072,-3.6072,0.0,1,100,50
0.40341,-44.205,-115.74,-174.52,-165.39,-22.806,-10.899,-10.899,-102.41,-45.088,48.113,125.97,-87.528,41.747,41.747,1.2514,6.3185,-23.134,17.17,-13.039,-9.9969,-9.9969,-0.42115,-3.6052,16.178,-1.5256,-8.9507,-3.6382,-3.6382,0.0,1,100,50
0.40341,-44.141,-115.44,-175.65,-164.57,-23.448,-11.377,-11.377,-102.43,-45.259,48.917,125.9,-87.974,41.562,41.562,1.2719,6.0772,-22.59,16.394,-12.842,-9.5713,-9.5713,-0.28017,-3.4104,16.091,-1.4084,-8.9153,-3.6988,-3.6988,0.0,1,100,50
0.40341,-44.077,-115.15,-176.75,-163.79,-24.082,-11.835,-11.835,-102.43,-45.418,49.717,125.83,-88.418,41.372,41.373,1.2732,5.7617,-21.988,15.606,-12.675,-9.1445,-9.1445,-0.15778,-3.1844,15.995,-1.3002,-8.8894,-3.7847,-3.7847,0.0,1,100,50
0.40341,-44.015,-114.88,-177.82,-163.05,-24.709,-12.271,-12.271,-102.44,-45.565,50.512,125.77,-88.862,41.178,41.178,1.2575,5.3874,-21.344,14.816,-12.536,-8.721,-8.721,-0.054505,-2.9341,15.89,-1.2021,-8.8706,-3.8909,-3.8909,0.0,1,100,50
0.40341,-43.953,-114.63,-178.85,-162.35,-25.33,-12.686,-12.686,-102.43,-45.698,51.3,125.71,-89.305,40.977,40.977,1.2283,4.9694,-20.67,14.032,-12.419,-8.3031,-8.3031,0.033058,-2.6629,15.775,-1.1155,-8.8558,-4.0109,-4.0109,0.0,1,100,50
0.40341,-43.895,-114.4,-179.85,-161.69,-25.953,-13.083,-13.083,-102.43,-45.816,52.082,125.66,-89.748,40.766,40.766,1.1706,4.5238,-20.063,13.19,-12.466,-7.9447,-7.9447,0.16912,-2.36,15.635,-1.0808,-8.8724,-4.235,-4.235,0.0,1,100,50
0.40341,-43.839,-114.2,179.18,-161.07,-26.576,-13.461,-13.461,-102.41,-45.917,52.856,125.61,-90.193,40.544,40.545,1.1096,4.081,-19.388,12.383,-12.445,-7.565,-7.565,0.24725,-2.0186,15.474,-1.0396,-8.9011,-4.4238,-4.4238,0.0,1,100,50
0.40341,-43.787,-114.02,178.24,-160.49,-27.195,-13.821,-13.821,-102.4,-46.0,53.622,125.56,-90.64,40.315,40.315,1.0462,3.6148,-18.701,11.623,-12.395,-7.1878,-7.1878,0.30135,-1.6666,15.318,-0.99611,-8.9256,-4.5958,-4.5958,0.0,1,100,50
0.40341,-43.738,-113.86,177.34,-159.94,-27.813,-14.162,-14.162,-102.38,-46.066,54.38,125.51,-91.087,40.076,40.077,0.98082,3.134,-18.02,10.905,-12.345,-6.8254,-6.8254,0.34643,-1.31,15.164,-0.9595,-8.944,-4.7637,-4.7637,0.0,1,100,50
0.40341,-43.672,-113.49,176.98,-159.54,-27.825,-14.366,-14.366,-102.36,-46.04,54.328,125.4,-91.21,40.152,40.152,1.3213,7.3519,-7.1203,8.079,-0.24333,-4.0775,-4.0775,0.4288,0.52524,-1.0438,-2.1605,-2.4617,1.5162,1.5162,0.0,1,100,50
0.40341,-43.606,-113.2,176.69,-159.19,-27.802,-14.543,-14.543,-102.34,-46.019,54.295,125.33,-91.322,40.22,40.22,1.3094,5.8162,-5.9196,6.9406,0.45926,-3.5518,-3.5518,0.48522,0.40202,-0.65112,-1.389,-2.2522,1.3595,1.3595,0.0,1,100,50
0.40341,-43.546,-112.97,176.44,-158.9,-27.768,-14.696,-14.696,-102.31,-46.002,54.275,125.29,-91.423,40.278,40.278,1.2031,4.71,-4.965,5.9169,0.66492,-3.0514,-3.0514,0.46951,0.34445,-0.40585,-0.95787,-2.0047,1.1604,1.1604,0.0,1,100,50
0.40341,-43.493,-112.77,176.23,-158.64,-27.735,-14.826,-14.826,-102.29,-45.987,54.263,125.25,-91.511,40.327,40.327,1.0609,3.8671,-4.1875,5.0205,0.66205,-2.6083,-2.6083,0.42716,0.30066,-0.24643,-0.70105,-1.7645,0.96456,0.96456,0.0,1,100,50
0.40341,-43.447,-112.61,176.05,-158.43,-27.706,-14.938,-14.938,-102.27,-45.974,54.256,125.22,-91.588,40.366,40.366,0.91518,3.1999,-3.5435,4.2511,0.58026,-2.2246,-2.2246,0.37648,0.26385,-0.13367,-0.5374,-1.5457,0.78834,0.78834,0.0,1,100,50
0.40341,-43.408,-112.48,175.9,-158.25,-27.683,-15.032,-15.032,-102.26,-45.962,54.254,125.2,-91.656,40.398,40.398,0.78055,2.6576,-3.0121,3.5971,0.47016,-1.8957,-1.8957,0.32566,0.23223,-0.047743,-0.4262,-1.3528,0.63569,0.63569,0.0,1,100,50
0.40341,-43.375,-112.37,175.77,-158.1,-27.665,-15.113,-15.113,-102.24,-45.952,54.255,125.18,-91.715,40.423,40.423,0.66103,2.2115,-2.5692,3.0444,0.35964,-1.616,-1.616,0.27881,0.20333,0.019534,-0.34533,-1.1844,0.50591,0.50591,0.0,1,100,50
0.40341,-43.35,-112.28,175.66,-157.97,-27.651,-15.184,-15.184,-102.23,-45.945,54.257,125.17,-91.766,40.442,40.442,0.50489,1.7406,-2.2105,2.5892,0.28216,-1.4177,-1.4177,0.32047,0.13988,0.056212,-0.2661,-1.0184,0.3842,0.3842,0.0,1,100,50
0.40341,-43.333,-112.22,175.57,-157.86,-27.639,-15.247,-15.247,-102.21,-45.942,54.261,125.16,-91.81,40.456,40.456,0.33994,1.2634,-1.8881,2.2212,0.24097,-1.2589,-1.2589,0.38823,0.068302,0.08244,-0.18168,-0.87768,0.28291,0.28291,0.0,1,100,50
0.40341,-43.318,-112.17,175.49,-157.76,-27.63,-15.299,-15.299,-102.19,-45.938,54.269,125.16,-91.85,40.468,40.468,0.29684,1.0013,-1.5707,1.8955,0.17144,-1.0447,-1.0447,0.28755,0.080665,0.14412,-0.14179,-0.80282,0.22314,0.22314,0.0,1,100,50
0.40341,-43.305,-112.13,175.42,-157.68,-27.626,-15.343,-15.343,-102.18,-45.934,54.278,125.15,-91.886,40.476,40.476,0.26474,0.81156,-1.3313,1.6108,0.078445,-0.87194,-0.87194,0.2157,0.078342,0.17745,-0.12731,-0.72851,0.16324,0.16324,0.0,1,100,50
0.40341,-43.293,-112.1,175.37,-157.62,-27.627,-15.379,-15.379,-102.17,-45.93,54.288,125.14,-91.92,40.481,40.481,0.23783,0.66799,-1.1461,1.3699,-0.010245,-0.73076,-0.73076,0.16392,0.071034,0.20265,-0.12048,-0.66144,0.10921,0.10921,0.0,1,100,50
0.40341,-43.282,-112.07,175.32,-157.56,-27.631,-15.41,-15.41,-102.17,-45.927,54.299,125.14,-91.95,40.484,40.484,0.21659,0.56308,-0.9983,1.1644,-0.083738,-0.61578,-0.61578,0.11598,0.067277,0.22594,-0.11666,-0.59983,0.065502,0.065502,0.0,1,100,50
0.40341,-43.273,-112.05,175.27,-157.51,-27.638,-15.436,-15.436,-102.16,-45.924,54.311,125.13,-91.977,40.486,40.486,0.19166,0.46937,-0.88465,0.99721,-0.14251,-0.52285,-0.52285,0.0933,0.053958,0.2396,-0.10846,-0.54723,0.025955,0.025955,0.0,1,100,50
0.40341,-43.263,-112.02,175.23,-157.47,-27.647,-15.46,-15.459,-102.16,-45.919,54.326,125.13,-92.001,40.486,40.486,0.1836,0.45025,-0.78329,0.82755,-0.18612,-0.46179,-0.46179,0.0036883,0.096306,0.29479,-0.11939,-0.47279,0.0056008,0.0056008,0.0,1,100,50
0.40341,-43.255,-112.0,175.2,-157.43,-27.659,-15.48,-15.48,-102.16,-45.915,54.341,125.12,-92.022,40.485,40.485,0.16843,0.4135,-0.72209,0.70378,-0.22721,-0.40756,-0.40756,-0.01407,0.088451,0.30811,-0.11748,-0.4273,-0.022813,-0.022813,0.0,1,100,50
0.40341,-43.249,-111.99,175.17,-157.41,-27.672,-15.495,-15.495,-102.16,-45.913,54.358,125.12,-92.039,40.481,40.481,0.11359,0.25695,-0.59204,0.49997,-0.25979,-0.30101,-0.30101,0.0031419,0.043098,0.33058,-0.072946,-0.3482,-0.071512,-0.071512,0.0,1,100,50
0.40341,-43.249,-111.99,175.15,-157.4,-27.685,-15.501,-15.501,-102.16,-45.915,54.378,125.12,-92.048,40.474,40.474,-0.0011611,-0.081689,-0.32348,0.11639,-0.2713,-0.12393,-0.12393,0.020627,-0.03941,0.40428,0.024042,-0.17745,-0.14856,-0.14856,0.0,3,100,50
0.40341,-43.249,-112.0,175.14,-157.39,-27.699,-15.507,-15.507,-102.16,-45.917,54.398,125.12,-92.057,40.466,40.466,0.0014343,-0.084421,-0.3202,0.11475,-0.27819,-0.11417,-0.11417,0.020627,-0.036746,0.40312,0.025682,-0.17963,-0.1502,-0.1502,0.0,3,100,50
0.40341,-43.249,-112.0,175.12,-157.39,-27.713,-15.512,-15.512,-102.16,-45.918,54.418,125.12,-92.066,40.459,40.459,0.006557,-0.076362,-0.32539,0.12404,-0.28427,-0.11021,-0.11021,0.020627,-0.031487,0.39895,0.02131,-0.18578,-0.15013,-0.15013,0.0,3,100,50
0.40341,-43.249,-112.01,175.1,-157.38,-27.728,-15.518,-15.518,-102.16,-45.92,54.438,125.12,-92.076,40.451,40.451,0.0051909,-0.07964,-0.32211,0.11912,-0.28844,-0.10611,-0.10611,0.019398,-0.031282,0.39875,0.02213,-0.18469,-0.15177,-0.15177,0.0,3,100,50
0.40341,-43.248,-112.01,175.09,-157.38,-27.742,-15.523,-15.523,-102.16,-45.921,54.458,125.12,-92.085,40.444,40.444,0.0082645,-0.071171,-0.32703,0.12595,-0.2939,-0.10491,-0.10491,0.017895,-0.027252,0.39581,0.017485,-0.19043,-0.15122,-0.15122,0.0,3,100,50
0.40341,-43.248,-112.01,175.07,-157.37,-27.757,-15.528,-15.528,-102.16,-45.922,54.477,125.12,-92.095,40.436,40.436,0.0081279,-0.068302,-0.32676,0.1265,-0.29725,-0.10382,-0.10382,0.016666,-0.026228,0.39465,0.0153,-0.19193,-0.15224,-0.15224,0.0,3,100,50
0.40341,-43.248,-112.02,175.05,-157.36,-27.772,-15.533,-15.533,-102.16,-45.924,54.497,125.12,-92.104,40.428,40.429,0.0076498,-0.065843,-0.32676,0.12677,-0.30077,-0.10331,-0.10331,0.015436,-0.024657,0.39294,0.01366,-0.19234,-0.15259,-0.15259,0.0,3,100,50
0.40341,-43.247,-112.02,175.04,-157.36,-27.788,-15.538,-15.538,-102.16,-45.925,54.517,125.12,-92.114,40.421,40.421,0.0093574,-0.057374,-0.33167,0.13251,-0.30548,-0.10382,-0.10382,0.01407,-0.021515,0.38966,0.0087426,-0.19726,-0.1519,-0.1519,0.0,3,100,50
0.40341,-43.247,-112.02,175.02,-157.35,-27.803,-15.544,-15.544,-102.15,-45.926,54.536,125.12,-92.124,40.413,40.413,0.0082645,-0.055325,-0.33167,0.13223,-0.30825,-0.10419,-0.10419,0.012294,-0.020149,0.38898,0.0071034,-0.19726,-0.15252,-0.15252,0.0,3,100,50
0.40341,-43.246,-112.02,175.0,-157.34,-27.819,-15.549,-15.549,-102.15,-45.927,54.555,125.12,-92.134,40.406,40.406,0.00724,-0.053275,-0.33167,0.13169,-0.31033,-0.1043,-0.1043,0.012021,-0.020081,0.38816,0.0049177,-0.19835,-0.153,-0.153,0.0,3,100,50
0.40341,-43.246,-112.03,174.99,-157.34,-27.834,-15.554,-15.554,-102.15,-45.928,54.575,125.12,-92.144,40.398,40.398,0.0085377,-0.044806,-0.33605,0.13742,-0.3146,-0.10539,-0.10539,0.010109,-0.016392,0.3842,0.0010928,-0.20204,-0.15231,-0.15231,0.0,3,100,50
0.40341,-43.246,-112.03,174.97,-157.33,-27.85,-15.559,-15.559,-102.15,-45.928,54.594,125.12,-92.154,40.39,40.39,0.00724,-0.04303,-0.33577,0.13688,-0.3159,-0.1059,-0.1059,0.0087426,-0.016188,0.38427,-0.00054642,-0.20272,-0.153,-0.153,0.0,3,100,50
0.40341,-43.245,-112.03,174.95,-157.32,-27.866,-15.565,-15.565,-102.15,-45.929,54.613,125.12,-92.164,40.383,40.383,0.0062838,-0.041664,-0.3355,0.13633,-0.3176,-0.10618,-0.10618,0.0084694,-0.015163,0.38338,-0.0016392,-0.20286,-0.15293,-0.15293,0.0,3,100,50
0.40341,-43.245,-112.03,174.94,-157.32,-27.882,-15.57,-15.57,-102.15,-45.93,54.632,125.12,-92.175,40.375,40.375,0.0056008,-0.040298,-0.3355,0.13606,-0.31859,-0.10614,-0.10614,0.0075132,-0.014958,0.38283,-0.0030053,-0.20368,-0.15334,-0.15334,0.0,3,100,50
0.40341,-43.245,-112.03,174.92,-157.31,-27.898,-15.575,-15.575,-102.15,-45.93,54.651,125.12,-92.185,40.367,40.367,0.0066936,-0.032238,-0.3396,0.14179,-0.32245,-0.10747,-0.10747,0.0062838,-0.011611,0.37955,-0.0068302,-0.2075,-0.15293,-0.15293,0.0,3,100,50
0.40341,-43.244,-112.04,174.9,-157.3,-27.914,-15.581,-15.581,-102.15,-45.931,54.67,125.12,-92.195,40.36,40.36,0.0055325,-0.031555,-0.33987,0.14125,-0.32368,-0.10822,-0.10822,0.0056008,-0.011406,0.38003,-0.0073766,-0.20791,-0.15334,-0.15334,0.0,3,100,50
0.40341,-43.244,-112.04,174.89,-157.29,-27.931,-15.586,-15.586,-102.15,-45.931,54.689,125.12,-92.206,40.352,40.352,0.006557,-0.023496,-0.3437,0.14644,-0.32635,-0.10942,-0.10942,0.0038249,-0.0079913,0.37634,-0.011475,-0.21174,-0.15238,-0.15238,0.0,3,100,50
