SensorBelt_detectionDistance (Meters),robot1_jointAngle1 (Degrees),robot1_jointAngle2 (Degrees),robot1_jointAngle3 (Degrees),robot1_jointAngle4 (Degrees),robot1_jointAngle5 (Degrees),robot1_jointAngle6 (Degrees),robot1_jointAngle7 (Degrees),robot2_jointAngle1 (Degrees),robot2_jointAngle2 (Degrees),robot2_jointAngle3 (Degrees),robot2_jointAngle4 (Degrees),robot2_jointAngle5 (Degrees),robot2_jointAngle6 (Degrees),robot2_jointAngle7 (Degrees),robot1_joint1_velocity (Degrees/Seconds),robot1_joint2_velocity (Degrees/Seconds),robot1_joint3_velocity (Degrees/Seconds),robot1_joint4_velocity (Degrees/Seconds),robot1_joint5_velocity (Degrees/Seconds),robot1_joint6_velocity (Degrees/Seconds),robot1_joint7_velocity (Degrees/Seconds),robot2_joint1_velocity (Degrees/Seconds),robot2_joint2_velocity (Degrees/Seconds),robot2_joint3_velocity (Degrees/Seconds),robot2_joint4_velocity (Degrees/Seconds),robot2_joint5_velocity (Degrees/Seconds),robot2_joint6_velocity (Degrees/Seconds),robot2_joint7_velocity (Degrees/Seconds),beltSpeed (Centimeters/Second),torque (Newtonmeter),sensorShelf_detectionDistance (Meters),powerConsumptionGripper (Watt)
0.40341,2.2367,-67.996,176.74,84.763,-6.9055,4.6932,4.6932,-1.6273,-31.58,-7.1395,37.291,-31.016,37.018,37.018,-8.6767,19.333,-38.393,47.66,29.927,-3.3239,-3.3239,-10.6,-32.383,49.165,43.461,38.485,-3.3879,-3.3879,0.0,1,100,50
0.40341,1.8337,-67.123,175.0,87.168,-5.5255,4.482,4.4821,-2.1019,-33.12,-4.8331,39.463,-29.198,36.813,36.813,-8.0603,17.458,-34.826,48.099,27.6,-4.223,-4.223,-9.4914,-30.793,46.129,43.443,36.369,-4.0877,-4.0877,0.0,1,100,50
0.40341,1.4615,-66.335,173.42,89.593,-4.2857,4.2227,4.2227,-2.5311,-34.569,-2.6832,41.624,-27.479,36.569,36.569,-7.4439,15.769,-31.521,48.513,24.796,-5.1869,-5.187,-8.5843,-28.976,42.996,43.212,34.389,-4.8893,-4.8893,0.0,1,100,50
0.40341,1.1114,-65.625,172.01,92.039,-3.1939,3.9148,3.9148,-2.9228,-35.932,-0.68483,43.765,-25.859,36.286,36.286,-7.0021,14.194,-28.32,48.922,21.836,-6.1578,-6.1578,-7.8334,-27.258,39.968,42.832,32.396,-5.6648,-5.6648,0.0,1,100,50
0.40341,0.77304,-64.99,170.74,94.508,-2.2532,3.5586,3.5586,-3.2842,-37.215,1.1701,45.882,-24.337,35.966,35.966,-6.7669,12.709,-25.289,49.376,18.815,-7.1242,-7.1242,-7.2293,-25.67,37.099,42.326,30.435,-6.3877,-6.3877,0.0,1,100,50
0.40341,0.43563,-64.424,169.62,97.005,-1.4636,3.1548,3.1548,-3.6229,-38.426,2.891,47.968,-22.91,35.615,35.615,-6.7482,11.306,-22.467,49.93,15.792,-8.0768,-8.0768,-6.7736,-24.224,34.418,41.72,28.545,-7.0323,-7.0323,0.0,1,100,50
0.40341,0.082597,-63.945,168.64,99.537,-0.81241,2.7156,2.7156,-3.9257,-39.603,4.5168,50.011,-21.545,35.243,35.243,-7.0606,9.59,-19.564,50.644,13.023,-8.7839,-8.7839,-6.0558,-23.535,32.516,40.865,27.298,-7.4409,-7.4409,0.0,1,100,50
0.40341,-0.28934,-63.539,167.78,102.12,-0.30989,2.2381,2.2381,-4.2012,-40.736,6.0468,52.004,-20.229,34.851,34.851,-7.4388,8.1108,-17.143,51.562,10.05,-9.5496,-9.5497,-5.5106,-22.65,30.6,39.86,26.311,-7.8243,-7.8243,0.0,1,100,50
0.40341,-0.69044,-63.2,167.03,104.75,0.043877,1.7209,1.7209,-4.4581,-41.825,7.4844,53.941,-18.961,34.447,34.447,-8.022,6.7926,-15.024,52.694,7.0753,-10.344,-10.344,-5.1368,-21.78,28.754,38.745,25.374,-8.0852,-8.0852,0.0,1,100,50
0.40341,-1.1325,-62.922,166.37,107.45,0.25185,1.1638,1.1638,-4.7029,-42.874,8.8359,55.817,-17.735,34.038,34.038,-8.8411,5.5525,-13.176,54.056,4.1594,-11.142,-11.142,-4.8962,-20.987,27.028,37.518,24.504,-8.1898,-8.1898,0.0,1,100,50
0.40341,-1.6269,-62.705,165.79,110.24,0.31751,0.56748,0.56749,-4.9411,-43.888,10.108,57.625,-16.548,33.632,33.632,-9.8885,4.3482,-11.597,55.66,1.3132,-11.927,-11.927,-4.7643,-20.284,25.45,36.167,23.743,-8.1222,-8.1222,0.0,1,100,50
0.40341,-2.1883,-62.564,165.29,113.11,0.25577,-0.056214,-0.056195,-5.1558,-44.897,11.332,59.354,-15.366,33.243,33.243,-11.227,2.8065,-9.9967,57.512,-1.2347,-12.474,-12.474,-4.2944,-20.182,24.479,34.576,23.65,-7.7761,-7.7761,0.0,1,100,50
0.40341,-2.8199,-62.497,164.85,116.09,0.060848,-0.70625,-0.70623,-5.3475,-45.897,12.511,60.991,-14.168,32.879,32.879,-12.633,1.3374,-8.7926,59.597,-3.8985,-13.001,-13.001,-3.8334,-19.99,23.573,32.737,23.959,-7.2755,-7.2755,0.0,1,100,50
0.40341,-3.5279,-62.497,164.45,119.19,-0.26904,-1.3825,-1.3825,-5.5221,-46.882,13.644,62.525,-12.948,32.55,32.55,-14.161,0.00068302,-7.9722,61.887,-6.5977,-13.525,-13.525,-3.4921,-19.696,22.663,30.688,24.401,-6.5698,-6.5699,0.0,1,100,50
0.40341,-4.3199,-62.563,164.08,122.4,-0.7279,-2.0811,-2.0811,-5.6817,-47.853,14.736,63.948,-11.698,32.27,32.27,-15.84,-1.3018,-7.4485,64.332,-9.1773,-13.971,-13.971,-3.1915,-19.434,21.847,28.446,24.996,-5.6043,-5.6043,0.0,1,100,50
0.40341,-5.2003,-62.692,163.72,125.74,-1.3073,-2.7959,-2.7959,-5.8256,-48.814,15.794,65.248,-10.408,32.052,32.052,-17.607,-2.5912,-7.2228,66.856,-11.588,-14.296,-14.296,-2.8784,-19.216,21.153,26.016,25.798,-4.3745,-4.3745,0.0,1,100,50
0.40341,-6.1719,-62.898,163.37,129.21,-1.9892,-3.5122,-3.5122,-5.9397,-49.78,16.833,66.416,-9.0557,31.909,31.909,-19.431,-4.1135,-7.0575,69.276,-13.638,-14.326,-14.326,-2.2816,-19.315,20.785,23.356,27.047,-2.8478,-2.8478,0.0,1,100,50
0.40341,-7.2269,-63.18,163.01,132.78,-2.7621,-4.2176,-4.2176,-6.0142,-50.751,17.861,67.44,-7.6192,31.854,31.854,-21.102,-5.638,-7.1569,71.456,-15.459,-14.108,-14.108,-1.4908,-19.421,20.55,20.469,28.729,-1.0958,-1.0958,0.0,1,100,50
0.40341,-8.3516,-63.525,162.63,136.45,-3.6134,-4.9022,-4.9022,-6.0476,-51.717,18.875,68.312,-6.0881,31.897,31.897,-22.492,-6.9115,-7.6586,73.28,-17.026,-13.692,-13.692,-0.66693,-19.316,20.283,17.438,30.622,0.85316,0.85316,0.0,1,100,50
0.40341,-9.5288,-63.924,162.21,140.17,-4.5173,-5.5521,-5.5521,-6.0338,-52.674,19.878,69.029,-4.4562,32.046,32.046,-23.544,-7.9812,-8.3749,74.548,-18.078,-12.998,-12.998,0.27459,-19.141,20.056,14.347,32.639,2.9823,2.9822,0.0,1,100,50
0.40341,-10.735,-64.365,161.75,143.93,-5.4428,-6.1524,-6.1524,-5.9659,-53.617,20.87,69.592,-2.7205,32.306,32.306,-24.117,-8.822,-9.2087,75.051,-18.511,-12.007,-12.007,1.359,-18.867,19.838,11.272,34.715,5.2064,5.2064,0.0,1,100,50
0.40341,-11.943,-64.84,161.25,147.64,-6.3591,-6.6881,-6.6881,-5.852,-54.537,21.843,70.009,-0.90705,32.677,32.677,-24.164,-9.4944,-9.9426,74.355,-18.324,-10.714,-10.714,2.2778,-18.405,19.464,8.3398,36.268,7.4051,7.4051,0.0,1,100,50
0.40341,-13.123,-65.338,160.73,151.25,-7.2315,-7.1454,-7.1454,-5.706,-55.425,22.787,70.296,0.94308,33.147,33.147,-23.608,-9.965,-10.4,72.19,-17.449,-9.1454,-9.1454,2.9209,-17.747,18.876,5.7242,37.003,9.4059,9.4059,0.0,1,100,50
0.40341,-14.238,-65.84,160.2,154.7,-8.0212,-7.5151,-7.5151,-5.5162,-56.274,23.699,70.469,2.8258,33.7,33.7,-22.299,-10.026,-10.638,68.943,-15.794,-7.3947,-7.3947,3.7944,-16.994,18.251,3.4718,37.655,11.068,11.068,0.0,1,100,50
0.40341,-15.255,-66.327,159.67,157.94,-8.7009,-7.7941,-7.7941,-5.2786,-57.08,24.575,70.549,4.7304,34.316,34.316,-20.33,-9.743,-10.588,64.747,-13.595,-5.579,-5.579,4.753,-16.12,17.522,1.6006,38.092,12.312,12.312,0.0,1,100,50
0.40341,-16.15,-66.787,159.16,160.93,-9.255,-7.984,-7.984,-4.9938,-57.837,25.409,70.555,6.6424,34.972,34.972,-17.898,-9.2093,-10.222,59.851,-11.081,-3.7993,-3.7993,5.6957,-15.143,16.67,0.11666,38.239,13.112,13.112,0.0,1,100,50
0.40341,-16.913,-67.215,158.68,163.65,-9.6817,-8.0909,-8.0908,-4.6773,-58.541,26.191,70.508,8.5305,35.645,35.645,-15.266,-8.5615,-9.5218,54.399,-8.5351,-2.1363,-2.1363,6.3311,-14.072,15.642,-0.93724,37.762,13.463,13.463,0.0,1,100,50
0.40341,-17.549,-67.613,158.26,166.07,-9.9939,-8.1234,-8.1234,-4.37,-59.187,26.909,70.437,10.328,36.312,36.312,-12.717,-7.9577,-8.4257,48.312,-6.2442,-0.65015,-0.65015,6.1444,-12.924,14.353,-1.4345,35.952,13.344,13.344,0.0,1,100,50
0.40341,-18.067,-67.979,157.9,168.19,-10.202,-8.0908,-8.0908,-4.0716,-59.783,27.565,70.358,12.036,36.958,36.958,-10.359,-7.3205,-7.2034,42.561,-4.1549,0.65131,0.65131,5.9696,-11.911,13.134,-1.5744,34.161,12.912,12.912,0.0,1,100,50
0.40341,-18.482,-68.316,157.6,170.06,-10.324,-8.0024,-8.0024,-3.7854,-60.332,28.164,70.286,13.659,37.572,37.572,-8.3144,-6.734,-5.9994,37.355,-2.4544,1.768,1.768,5.7238,-10.982,11.977,-1.4413,32.451,12.284,12.284,0.0,1,100,50
0.40341,-18.815,-68.628,157.36,171.7,-10.382,-7.8659,-7.8659,-3.515,-60.839,28.709,70.231,15.202,38.15,38.15,-6.6583,-6.2487,-4.8625,32.79,-1.1541,2.7293,2.7293,5.4083,-10.144,10.899,-1.0964,30.866,11.557,11.557,0.0,1,100,50
0.40341,-19.085,-68.923,157.17,173.14,-10.393,-7.6878,-7.6878,-3.2654,-61.309,29.203,70.202,16.669,38.689,38.689,-5.3998,-5.8874,-3.8088,28.826,-0.22548,3.5624,3.5624,4.9918,-9.3895,9.8875,-0.57456,29.345,10.783,10.783,0.0,1,100,50
0.40341,-19.313,-69.21,157.04,174.38,-10.384,-7.4761,-7.4761,-3.0817,-61.744,29.642,70.219,17.999,39.181,39.181,-4.5587,-5.7438,-2.6523,24.733,0.17875,4.2347,4.2347,3.6741,-8.701,8.7732,0.33837,26.595,9.8364,9.8364,0.0,1,100,50
0.40341,-19.516,-69.494,156.96,175.45,-10.363,-7.2343,-7.2343,-2.9542,-62.154,30.034,70.285,19.211,39.627,39.627,-4.0582,-5.6748,-1.5857,21.35,0.42438,4.8348,4.8348,2.549,-8.2021,7.8359,1.3184,24.243,8.9277,8.9277,0.0,1,100,50
0.40341,-19.706,-69.778,156.92,176.37,-10.339,-6.966,-6.966,-2.8764,-62.543,30.385,70.401,20.324,40.031,40.031,-3.7945,-5.6763,-0.66553,18.567,0.48399,5.3673,5.3673,1.5555,-7.7825,7.0141,2.3137,22.264,8.0803,8.0803,0.0,1,100,50
0.40341,-19.891,-70.064,156.93,177.19,-10.318,-6.6737,-6.6737,-2.842,-62.914,30.699,70.566,21.355,40.396,40.396,-3.7002,-5.7385,0.13496,16.274,0.41669,5.8456,5.8456,0.68934,-7.4195,6.2853,3.2986,20.612,7.2977,7.2977,0.0,1,100,50
0.40341,-20.077,-70.357,156.97,177.91,-10.305,-6.3598,-6.3598,-2.8449,-63.269,30.98,70.778,22.317,40.725,40.725,-3.7193,-5.8476,0.83547,14.378,0.26725,6.2778,6.2778,-0.058603,-7.0966,5.6301,4.256,19.243,6.5768,6.5768,0.0,1,100,50
0.40341,-20.269,-70.661,157.05,178.51,-10.315,-6.0305,-6.0305,-2.9229,-63.611,31.226,71.051,23.155,41.011,41.011,-3.8516,-6.0761,1.6357,12.104,-0.20578,6.5863,6.5863,-1.5603,-6.8384,4.9085,5.457,16.765,5.7165,5.7165,0.0,1,100,50
0.40341,-20.475,-70.978,157.17,179.02,-10.348,-5.6866,-5.6866,-3.0686,-63.946,31.441,71.382,23.883,41.257,41.257,-4.1022,-6.3396,2.4075,10.182,-0.64914,6.8773,6.8773,-2.914,-6.701,4.3084,6.6107,14.547,4.9357,4.9357,0.0,1,100,50
0.40341,-20.694,-71.308,157.33,179.45,-10.401,-5.3291,-5.3291,-3.2721,-64.275,31.631,71.765,24.519,41.47,41.47,-4.3973,-6.6133,3.0821,8.6235,-1.0755,7.1502,7.1502,-4.0699,-6.5847,3.7938,7.6605,12.722,4.2563,4.2563,0.0,1,100,50
0.40341,-20.929,-71.653,157.51,179.82,-10.475,-4.9588,-4.9588,-3.5252,-64.598,31.798,72.195,25.08,41.653,41.653,-4.6968,-6.89,3.6727,7.3446,-1.474,7.4053,7.4053,-5.0613,-6.4709,3.3405,8.6119,11.225,3.6635,3.6635,0.0,1,100,50
0.40341,-21.178,-72.011,157.72,-179.87,-10.567,-4.5767,-4.5767,-3.8209,-64.916,31.945,72.669,25.58,41.81,41.81,-4.9792,-7.1621,4.1981,6.2822,-1.8341,7.6429,7.6429,-5.9136,-6.3483,2.9344,9.4735,9.9974,3.1436,3.1436,0.0,1,100,50
0.40341,-21.441,-72.385,157.96,-179.62,-10.688,-4.1871,-4.1871,-4.1889,-65.229,32.07,73.194,25.976,41.936,41.936,-5.2639,-7.4873,4.8052,4.8355,-2.417,7.7923,7.7923,-7.3609,-6.266,2.5005,10.49,7.919,2.5162,2.5162,0.0,1,100,50
0.40341,-21.721,-72.777,158.23,-179.45,-10.836,-3.7904,-3.7904,-4.6322,-65.542,32.177,73.768,26.266,42.033,42.033,-5.6,-7.8372,5.4398,3.4654,-2.9674,7.9331,7.9331,-8.8661,-6.2586,2.1385,11.485,5.7962,1.9392,1.9392,0.0,1,100,50
0.40341,-22.019,-73.186,158.53,-179.33,-11.006,-3.3861,-3.386,-5.1409,-65.855,32.269,74.386,26.468,42.107,42.107,-5.9471,-8.179,6.0117,2.3652,-3.4086,8.0873,8.0873,-10.173,-6.2491,1.8443,12.358,4.0432,1.4806,1.4806,0.0,1,100,50
0.40341,-22.332,-73.611,158.86,-179.26,-11.195,-2.974,-2.9739,-5.7072,-66.165,32.348,75.042,26.597,42.163,42.163,-6.2651,-8.5002,6.5176,1.4628,-3.7702,8.2421,8.2421,-11.326,-6.2058,1.592,13.12,2.5937,1.1141,1.1141,0.0,1,100,50
0.40341,-22.659,-74.051,159.21,-179.22,-11.398,-2.5541,-2.5541,-6.3246,-66.471,32.417,75.731,26.667,42.204,42.204,-6.5387,-8.7974,6.9725,0.7057,-4.055,8.3965,8.3965,-12.348,-6.1297,1.3686,13.792,1.3885,0.8188,0.8188,0.0,1,100,50
0.40341,-22.998,-74.507,159.58,-179.24,-11.623,-2.1292,-2.1292,-7.0157,-66.774,32.474,76.46,26.646,42.226,42.226,-6.7894,-9.1138,7.4908,-0.36582,-4.5061,8.4983,8.4983,-13.821,-6.0633,1.1407,14.569,-0.41654,0.4499,0.44997,0.0,1,100,50
0.40341,-23.352,-74.98,159.99,-179.32,-11.873,-1.6997,-1.6997,-7.7938,-67.077,32.522,77.23,26.518,42.23,42.23,-7.0752,-9.4582,8.0752,-1.5723,-5.0004,8.5896,8.5896,-15.563,-6.0436,0.95732,15.394,-2.5581,0.081279,0.081279,0.0,1,100,50
0.40341,-23.721,-75.469,160.42,-179.45,-12.14,-1.2641,-1.2641,-8.6492,-67.378,32.563,78.035,26.3,42.222,42.222,-7.3814,-9.7952,8.623,-2.5406,-5.3406,8.712,8.712,-17.109,-6.0189,0.83417,16.103,-4.3543,-0.16078,-0.16078,0.0,1,100,50
0.40341,-24.104,-75.975,160.87,-179.62,-12.419,-0.82182,-0.82181,-9.5744,-67.675,32.6,78.87,26.007,42.207,42.207,-7.6569,-10.107,9.1153,-3.346,-5.5836,8.8462,8.8462,-18.503,-5.9451,0.73814,16.708,-5.872,-0.31118,-0.31118,0.0,1,100,50
0.40341,-24.499,-76.494,161.35,-179.82,-12.707,-0.37256,-0.37255,-10.563,-67.966,32.633,79.731,25.648,42.187,42.187,-7.8881,-10.389,9.5614,-4.0383,-5.7463,8.9853,8.9853,-19.767,-5.827,0.66226,17.227,-7.1673,-0.39478,-0.39478,0.0,1,100,50
0.40341,-24.903,-77.027,161.85,179.94,-13.006,0.082323,0.082334,-11.627,-68.251,32.664,80.62,25.21,42.163,42.163,-8.0932,-10.662,10.031,-4.8842,-5.9879,9.0976,9.0976,-21.278,-5.6902,0.60167,17.773,-8.7613,-0.48843,-0.48843,0.0,1,100,50
0.40341,-25.319,-77.575,162.38,179.64,-13.323,0.54163,0.54164,-12.787,-68.529,32.692,81.539,24.666,42.133,42.133,-8.3223,-10.956,10.579,-5.9783,-6.3434,9.1861,9.1861,-23.202,-5.5721,0.57558,18.388,-10.884,-0.59928,-0.59921,0.0,1,100,50
0.40341,-25.748,-78.138,162.94,179.29,-13.65,1.0071,1.0072,-14.033,-68.802,32.722,82.484,24.03,42.103,42.103,-8.5702,-11.251,11.121,-6.8889,-6.5298,9.3103,9.3103,-24.935,-5.4454,0.5902,18.896,-12.719,-0.59539,-0.59539,0.0,1,100,50
0.40341,-26.187,-78.714,163.52,178.91,-13.981,1.4793,1.4793,-15.359,-69.065,32.753,83.449,23.314,42.078,42.078,-8.7902,-11.525,11.621,-7.6741,-6.6323,9.4436,9.4436,-26.52,-5.2679,0.62182,19.293,-14.328,-0.50803,-0.50803,0.0,1,100,50
0.40341,-26.636,-79.302,164.12,178.49,-14.315,1.9583,1.9583,-16.758,-69.317,32.786,84.428,22.526,42.06,42.06,-8.972,-11.773,12.088,-8.3755,-6.6721,9.579,9.579,-27.977,-5.0442,0.66669,19.59,-15.759,-0.3592,-0.3592,0.0,1,100,50
0.40341,-27.093,-79.901,164.75,178.04,-14.646,2.4424,2.4424,-18.228,-69.557,32.824,85.419,21.669,42.054,42.054,-9.1336,-11.979,12.488,-8.9489,-6.6192,9.6828,9.6828,-29.395,-4.8031,0.7477,19.811,-17.141,-0.11707,-0.11707,0.0,1,100,50
0.40341,-27.558,-80.507,165.39,177.58,-14.967,2.9267,2.9267,-19.778,-69.787,32.87,86.419,20.728,42.067,42.067,-9.3044,-12.118,12.769,-9.3746,-6.4194,9.6861,9.6861,-31.007,-4.5936,0.91948,20.006,-18.819,0.27054,0.27054,0.0,1,100,50
0.40341,-28.027,-81.119,166.04,177.08,-15.274,3.4126,3.4127,-21.402,-70.002,32.92,87.426,19.709,42.1,42.1,-9.3924,-12.238,13.129,-9.8915,-6.1485,9.7185,9.7185,-32.47,-4.2924,1.0136,20.125,-20.375,0.64791,0.64791,0.0,1,100,50
0.40341,-28.499,-81.737,166.72,176.56,-15.569,3.9003,3.9004,-23.093,-70.199,32.976,88.433,18.618,42.152,42.152,-9.4349,-12.35,13.499,-10.425,-5.8945,9.754,9.754,-33.831,-3.9566,1.1059,20.142,-21.83,1.0406,1.0406,0.0,1,100,50
0.40341,-28.972,-82.36,167.41,176.01,-15.852,4.3896,4.3897,-24.849,-70.379,33.035,89.435,17.457,42.224,42.225,-9.4565,-12.463,13.879,-10.956,-5.6606,9.7861,9.7861,-35.104,-3.5906,1.1965,20.055,-23.209,1.4559,1.4559,0.0,1,100,50
0.40341,-29.446,-82.989,168.12,175.44,-16.123,4.8795,4.8795,-26.665,-70.539,33.1,90.429,16.229,42.32,42.32,-9.4729,-12.575,14.252,-11.441,-5.4269,9.7974,9.7974,-36.32,-3.2045,1.2949,19.868,-24.558,1.9155,1.9155,0.0,1,100,50
0.40341,-29.923,-83.619,168.84,174.86,-16.369,5.3619,5.3619,-28.548,-70.684,33.177,91.411,14.921,42.451,42.451,-9.5384,-12.612,14.374,-11.528,-4.9101,9.6478,9.6478,-37.669,-2.8915,1.53,19.639,-26.167,2.6135,2.6136,0.0,1,100,50
0.40341,-30.398,-84.251,169.58,174.27,-16.59,5.8379,5.8379,-30.493,-70.806,33.258,92.376,13.534,42.613,42.613,-9.5112,-12.63,14.646,-11.817,-4.4206,9.5191,9.5191,-38.898,-2.4494,1.6219,19.303,-27.749,3.2463,3.2463,0.0,1,100,50
0.40341,-30.871,-84.884,170.32,173.67,-16.791,6.306,6.306,-32.496,-70.905,33.342,93.317,12.069,42.807,42.807,-9.4488,-12.666,14.97,-12.127,-4.0316,9.3634,9.3634,-40.057,-1.9771,1.6906,18.832,-29.297,3.8712,3.8713,0.0,1,100,50
0.40341,-31.34,-85.521,171.09,173.05,-16.977,6.7643,6.7643,-34.553,-70.979,33.429,94.229,10.528,43.032,43.032,-9.3789,-12.736,15.332,-12.386,-3.7213,9.1655,9.1655,-41.148,-1.4746,1.7339,18.227,-30.821,4.5059,4.5059,0.0,1,100,50
0.40341,-31.805,-86.163,171.88,172.42,-17.151,7.2097,7.2097,-36.662,-71.026,33.516,95.103,8.9113,43.29,43.29,-9.3076,-12.845,15.728,-12.542,-3.4723,8.9071,8.9071,-42.173,-0.94243,1.7456,17.495,-32.326,5.1575,5.1575,0.0,1,100,50
0.40341,-32.269,-86.809,172.67,171.81,-17.298,7.631,7.6311,-38.827,-71.049,33.609,95.941,7.2069,43.591,43.591,-9.2796,-12.918,15.849,-12.181,-2.9379,8.4278,8.4278,-43.31,-0.47005,1.8622,16.755,-34.088,6.018,6.018,0.0,1,100,50
0.40341,-32.727,-87.458,173.47,171.22,-17.419,8.0257,8.0257,-41.045,-71.044,33.7,96.737,5.4143,43.932,43.932,-9.1658,-12.977,16.092,-11.836,-2.4275,7.8931,7.8931,-44.342,0.11707,1.8209,15.916,-35.851,6.8181,6.8181,0.0,1,100,50
0.40341,-33.177,-88.111,174.29,170.65,-17.52,8.3892,8.3892,-43.308,-71.006,33.786,97.486,3.5371,44.31,44.31,-8.9945,-13.072,16.397,-11.367,-2.0152,7.2707,7.2707,-45.262,0.75187,1.7024,14.988,-37.544,7.559,7.5591,0.0,1,100,50
0.40341,-33.616,-88.773,175.13,170.12,-17.603,8.7166,8.7166,-45.61,-70.935,33.861,98.188,1.5804,44.722,44.722,-8.7883,-13.222,16.722,-10.679,-1.6641,6.5464,6.5464,-46.054,1.4174,1.5175,14.024,-39.135,8.2402,8.2402,0.0,1,100,50
0.40341,-34.044,-89.444,175.98,169.63,-17.67,9.0027,9.0027,-47.945,-70.83,33.925,98.842,-0.44913,45.164,45.164,-8.551,-13.426,17.047,-9.7344,-1.3406,5.7233,5.7233,-46.694,2.1103,1.27,13.091,-40.59,8.8408,8.8408,0.0,1,100,50
0.40341,-34.459,-90.125,176.84,169.22,-17.707,9.2378,9.2378,-50.309,-70.691,33.978,99.462,-2.5536,45.637,45.637,-8.3128,-13.619,17.094,-8.2443,-0.73127,4.7021,4.7021,-47.289,2.7673,1.0711,12.403,-42.089,9.4579,9.4579,0.0,1,100,50
0.40341,-34.86,-90.814,177.69,168.89,-17.71,9.4192,9.4192,-52.695,-70.516,34.016,100.06,-4.7272,46.132,46.132,-8.0005,-13.779,17.145,-6.6384,-0.054949,3.6265,3.6265,-47.704,3.502,0.75856,11.904,-43.473,9.91,9.91,0.0,1,100,50
0.40341,-35.241,-91.511,178.56,168.64,-17.682,9.547,9.547,-55.089,-70.302,34.034,100.64,-6.9581,46.639,46.639,-7.6249,-13.952,17.259,-5.0134,0.55137,2.556,2.556,-47.885,4.2872,0.35906,11.597,-44.616,10.13,10.13,0.0,1,100,50
0.40341,-35.602,-92.219,179.43,168.47,-17.626,9.6228,9.6228,-57.48,-70.047,34.031,101.21,-9.2329,47.145,47.145,-7.2308,-14.156,17.388,-3.3656,1.1128,1.5165,1.5165,-47.824,5.0933,-0.068165,11.549,-45.497,10.122,10.122,0.0,1,100,50
0.40341,-35.945,-92.938,-179.7,168.38,-17.544,9.6503,9.6504,-59.856,-69.751,34.006,101.8,-11.539,47.639,47.639,-6.8463,-14.386,17.53,-1.7726,1.6528,0.55128,0.55128,-47.526,5.922,-0.50093,11.789,-46.122,9.8878,9.8878,0.0,1,100,50
0.40341,-36.27,-93.668,-178.82,168.37,-17.424,9.6307,9.6307,-62.211,-69.414,33.964,102.43,-13.872,48.114,48.114,-6.5119,-14.59,17.48,-0.10682,2.3983,-0.39231,-0.39229,-47.083,6.7418,-0.8298,12.482,-46.666,9.5016,9.5016,0.0,1,100,50
0.40341,-36.58,-94.404,-177.95,168.44,-17.261,9.5684,9.5684,-64.535,-69.033,33.907,103.1,-16.23,48.561,48.561,-6.1993,-14.719,17.4,1.3581,3.2533,-1.2465,-1.2465,-46.48,7.6273,-1.1439,13.511,-47.156,8.9264,8.9264,0.0,1,100,50
0.40341,-36.875,-95.144,-177.08,168.56,-17.061,9.4711,9.4711,-66.818,-68.603,33.832,103.84,-18.605,48.967,48.967,-5.8934,-14.806,17.48,2.4034,4.0012,-1.9457,-1.9457,-45.671,8.5957,-1.4983,14.663,-47.508,8.1364,8.1364,0.0,1,100,50
0.40341,-37.156,-95.889,-176.2,168.72,-16.827,9.3456,9.3456,-69.052,-68.122,33.741,104.63,-20.992,49.327,49.327,-5.6305,-14.899,17.652,3.1107,4.673,-2.5103,-2.5103,-44.674,9.6094,-1.8273,15.907,-47.729,7.1944,7.1944,0.0,1,100,50
0.40341,-37.427,-96.639,-175.3,168.89,-16.563,9.1982,9.1982,-71.227,-67.589,33.634,105.49,-23.384,49.635,49.635,-5.4218,-15.002,17.905,3.4984,5.2965,-2.9486,-2.9486,-43.5,10.669,-2.1303,17.167,-47.846,6.1567,6.1567,0.0,1,100,50
0.40341,-37.692,-97.394,-174.4,169.08,-16.261,9.0319,9.0319,-73.337,-67.001,33.517,106.42,-25.783,49.89,49.89,-5.2836,-15.094,18.088,3.7227,6.0427,-3.3256,-3.3256,-42.204,11.766,-2.3498,18.517,-47.974,5.0991,5.0991,0.0,1,100,50
0.40341,-37.951,-98.15,-173.49,169.27,-15.913,8.8481,8.8481,-75.377,-66.354,33.391,107.41,-28.193,50.093,50.093,-5.1934,-15.127,18.185,3.7954,6.9598,-3.6765,-3.6765,-40.802,12.933,-2.5221,19.905,-48.193,4.0523,4.0523,0.0,1,100,50
0.40341,-38.205,-98.906,-172.56,169.44,-15.526,8.6515,8.6515,-77.338,-65.645,33.25,108.46,-30.609,50.243,50.243,-5.0835,-15.11,18.483,3.5003,7.7405,-3.9311,-3.9311,-39.221,14.18,-2.822,20.929,-48.322,3.0165,3.0165,0.0,1,100,50
0.40341,-38.454,-99.662,-171.62,169.59,-15.105,8.446,8.446,-79.212,-64.874,33.092,109.54,-33.023,50.346,50.346,-4.9774,-15.121,18.873,3.0165,8.4169,-4.11,-4.11,-37.471,15.425,-3.1617,21.599,-48.286,2.0551,2.0551,0.0,1,100,50
0.40341,-38.698,-100.42,-170.65,169.71,-14.654,8.2355,8.2355,-80.99,-64.042,32.914,110.63,-35.425,50.407,50.407,-4.8779,-15.17,19.33,2.4176,9.0215,-4.2103,-4.2103,-35.573,16.638,-3.5507,21.881,-48.042,1.2216,1.2216,0.0,1,100,50
